chr1	201328115	1
chr1	201328116	1
chr1	201328117	1
chr1	201328118	1
chr1	201328119	1
chr1	201328120	1
chr1	201328121	1
chr1	201328122	1
chr1	201328123	1
chr1	201328124	1
chr1	201328125	1
chr1	201328126	1
chr1	201328127	1
chr1	201328128	1
chr1	201328129	1
chr1	201328130	1
chr1	201328131	1
chr1	201328132	1
chr1	201328133	1
chr1	201328134	1
chr1	201328135	1
chr1	201328136	1
chr1	201328137	1
chr1	201328138	1
chr1	201328139	1
chr1	201328140	1
chr1	201328141	1
chr1	201328142	1
chr1	201328143	1
chr1	201328144	1
chr1	201328145	1
chr1	201328146	1
chr1	201328147	1
chr1	201328148	1
chr1	201328149	1
chr1	201328150	1
chr1	201328151	1
chr1	201328152	1
chr1	201328153	1
chr1	201328154	1
chr1	201328155	1
chr1	201328156	1
chr1	201328157	1
chr1	201328158	1
chr1	201328159	1
chr1	201328160	1
chr1	201328161	1
chr1	201328162	1
chr1	201328163	1
chr1	201328164	1
chr1	201328165	1
chr1	201328166	1
chr1	201328167	1
chr1	201328168	1
chr1	201328169	1
chr1	201328170	1
chr1	201328171	1
chr1	201328172	1
chr1	201328173	1
chr1	201328174	1
chr1	201328175	1
chr1	201328176	1
chr1	201328177	1
chr1	201328178	1
chr1	201328179	1
chr1	201328180	1
chr1	201328181	1
chr1	201328182	1
chr1	201328183	1
chr1	201328184	1
chr1	201328185	1
chr1	201328186	1
chr1	201328187	1
chr1	201328188	1
chr1	201328189	1
chr1	201328190	1
chr1	201328191	1
chr1	201328192	1
chr1	201328193	1
chr1	201328194	1
chr1	201328195	1
chr1	201328196	1
chr1	201328197	1
chr1	201328198	1
chr1	201328199	1
chr1	201328200	1
chr1	201328201	1
chr1	201328202	1
chr1	201328203	1
chr1	201328204	1
chr1	201328205	1
chr1	201328206	1
chr1	201328207	1
chr1	201328208	1
chr1	201328209	1
chr1	201328210	1
chr1	201328211	1
chr1	201328212	1
chr1	201328213	1
chr1	201328214	1
chr1	201328215	1
chr1	201328216	1
chr1	201328217	1
chr1	201328218	1
chr1	201328219	1
chr1	201328220	1
chr1	201328221	1
chr1	201328222	1
chr1	201328223	1
chr1	201328224	1
chr1	201328225	1
chr1	201328226	1
chr1	201328227	1
chr1	201328228	1
chr1	201328229	1
chr1	201328230	1
chr1	201328231	1
chr1	201328232	1
chr1	201328233	1
chr1	201328234	1
chr1	201328235	1
chr1	201328236	1
chr1	201328237	1
chr1	201328238	1
chr1	201328239	1
chr1	201328240	1
chr1	201328241	1
chr1	201328242	1
chr1	201328243	1
chr1	201328244	1
chr1	201328245	1
chr1	201328246	1
chr1	201328247	1
chr1	201328248	1
chr1	201328249	1
chr1	201328250	1
chr1	201328251	1
chr1	201328252	1
chr1	201328253	1
chr1	201328254	1
chr1	201328255	1
chr1	201328256	1
chr1	201328257	1
chr1	201328258	1
chr1	201328259	1
chr1	201328260	1
chr1	201328261	1
chr1	201328262	1
chr1	201328263	1
chr1	201328264	1
chr1	201328265	1
chr1	201328266	1
chr1	201328267	1
chr1	201328268	1
chr1	201328269	1
chr1	201328270	1
chr1	201328271	1
chr1	201328272	1
chr1	201328273	1
chr1	201328274	1
chr1	201328275	1
chr1	201328276	1
chr1	201328277	1
chr1	201328278	1
chr1	201328279	1
chr1	201328280	1
chr1	201328281	1
chr1	201328282	1
chr1	201328283	1
chr1	201328284	1
chr1	201328285	1
chr1	201328286	1
chr1	201328287	1
chr1	201328288	1
chr1	201328289	1
chr1	201328290	1
chr1	201328291	1
chr1	201328292	1
chr1	201328293	1
chr1	201328294	1
chr1	201328295	1
chr1	201328296	1
chr1	201328297	1
chr1	201328298	1
chr1	201328299	1
chr1	201328300	1
chr1	201328301	1
chr1	201328302	1
chr1	201328303	1
chr1	201328304	1
chr1	201328305	1
chr1	201328306	1
chr1	201328307	1
chr1	201328308	1
chr1	201328309	1
chr1	201328310	1
chr1	201328311	1
chr1	201328312	1
chr1	201328313	1
chr1	201328314	1
chr1	201328315	1
chr1	201328316	1
chr1	201328317	1
chr1	201328318	1
chr1	201328319	1
chr1	201328320	1
chr1	201328321	1
chr1	201328322	1
chr1	201328323	1
chr1	201328324	1
chr1	201328325	1
chr1	201328326	1
chr1	201328327	1
chr1	201328328	1
chr1	201328329	1
chr1	201328330	1
chr1	201328331	1
chr1	201328332	1
chr1	201328333	1
chr1	201328334	1
chr1	201328335	1
chr1	201328336	1
chr1	201328337	1
chr1	201328338	1
chr1	201328339	1
chr1	201328340	1
chr1	201328341	1
chr1	201328342	1
chr1	201328343	1
chr1	201328344	1
chr1	201328345	1
chr1	201328346	1
chr1	201328347	1
chr1	201328348	1
chr1	201328349	1
chr1	201328350	1
chr1	201328351	1
chr1	201328352	1
chr1	201328353	1
chr1	201328354	1
chr1	201328355	1
chr1	201328356	1
chr1	201328357	1
chr1	201328358	1
chr1	201328359	1
chr1	201328360	1
chr1	201328361	1
chr1	201328362	1
chr1	201328363	1
chr1	201328364	1
chr1	201328365	1
chr1	201328366	1
chr1	201328367	1
chr1	201328368	1
chr1	201328369	1
chr1	201328370	1
chr1	201328371	1
chr1	201328372	1
chr1	201328373	1
chr1	201328374	1
chr1	201328375	1
chr1	201328376	1
chr1	201328377	1
chr1	201328378	1
chr1	201328379	1
chr1	201328380	1
chr1	201328381	1
