chr11	47352936	0
chr11	47352937	0
chr11	47352938	0
chr11	47352939	0
chr11	47352940	0
chr11	47352941	0
chr11	47352942	0
chr11	47352943	0
chr11	47352944	0
chr11	47352945	0
chr11	47352946	0
chr11	47352947	0
chr11	47352948	0
chr11	47352949	0
chr11	47352950	0
chr11	47352951	0
chr11	47352952	0
chr11	47352953	0
chr11	47352954	0
chr11	47352955	0
chr11	47352956	0
chr11	47352957	0
chr11	47352958	0
chr11	47352959	0
chr11	47352960	0
chr11	47352961	0
chr11	47352962	0
chr11	47352963	0
chr11	47352964	0
chr11	47352965	0
chr11	47352966	0
chr11	47352967	0
chr11	47352968	0
chr11	47352969	0
chr11	47352970	0
chr11	47352971	0
chr11	47352972	0
chr11	47352973	0
chr11	47352974	0
chr11	47352975	0
chr11	47352976	0
chr11	47352977	0
chr11	47352978	0
chr11	47352979	0
chr11	47352980	0
chr11	47352981	0
chr11	47352982	0
chr11	47352983	0
chr11	47352984	0
chr11	47352985	0
chr11	47352986	0
chr11	47352987	0
chr11	47352988	0
chr11	47352989	0
chr11	47352990	0
chr11	47352991	0
chr11	47352992	0
chr11	47352993	0
chr11	47352994	0
chr11	47352995	0
chr11	47352996	0
chr11	47352997	0
chr11	47352998	0
chr11	47352999	0
chr11	47353000	0
chr11	47353001	0
chr11	47353002	0
chr11	47353003	0
chr11	47353004	0
chr11	47353005	0
chr11	47353006	0
chr11	47353007	0
chr11	47353008	0
chr11	47353009	0
chr11	47353010	0
chr11	47353011	0
chr11	47353012	0
chr11	47353013	0
chr11	47353014	0
chr11	47353015	0
chr11	47353016	0
chr11	47353017	0
chr11	47353018	0
chr11	47353019	0
chr11	47353020	0
chr11	47353021	0
chr11	47353022	0
chr11	47353023	0
chr11	47353024	0
chr11	47353025	0
chr11	47353026	0
chr11	47353027	0
chr11	47353028	0
chr11	47353029	0
chr11	47353030	0
chr11	47353031	0
chr11	47353032	0
chr11	47353033	0
chr11	47353034	0
chr11	47353035	0
chr11	47353036	0
chr11	47353037	0
chr11	47353038	0
chr11	47353039	0
chr11	47353040	0
chr11	47353041	0
chr11	47353042	0
chr11	47353043	0
chr11	47353044	0
chr11	47353045	0
chr11	47353046	0
chr11	47353047	0
chr11	47353048	0
chr11	47353049	0
chr11	47353050	0
chr11	47353051	0
chr11	47353052	0
chr11	47353053	0
chr11	47353054	0
chr11	47353055	0
chr11	47353056	0
chr11	47353057	0
chr11	47353058	0
chr11	47353059	0
chr11	47353060	0
chr11	47353061	0
chr11	47353062	0
chr11	47353063	0
chr11	47353064	0
chr11	47353065	0
chr11	47353066	0
chr11	47353067	0
chr11	47353068	0
chr11	47353069	0
chr11	47353070	0
chr11	47353071	0
chr11	47353072	0
chr11	47353073	0
chr11	47353074	0
chr11	47353075	0
chr11	47353076	0
chr11	47353077	0
chr11	47353078	0
chr11	47353079	0
chr11	47353080	0
chr11	47353081	0
chr11	47353082	0
chr11	47353083	0
chr11	47353084	0
chr11	47353085	0
chr11	47353086	0
chr11	47353087	0
chr11	47353088	0
chr11	47353089	0
chr11	47353090	0
chr11	47353091	0
chr11	47353092	0
chr11	47353093	0
chr11	47353094	0
chr11	47353095	0
chr11	47353096	0
chr11	47353097	0
chr11	47353098	0
chr11	47353099	0
